0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
0, NaN, 1
1, 11.260036418479617, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
1, NaN, 1
